id,icao,lat,long,elev
4526,LIRN,40.88,14.3,76
4527,LIRF,41.78,12.23,2
4528,LIRA,41.8,12.58,101
4529,LIQN,42.42,12.83,387
4530,LIPZ,45.5,12.35,3
4531,LIPY,43.62,13.37,11
4532,LIPX,45.38,10.87,67
4533,LIPR,44.02,12.62,10
4534,LIPQ,45.82,13.47,6
4535,LIPO,45.42,10.33,104
4536,LIPK,44.2,12.07,24
4537,LIPH,45.63,12.18,10
4538,LIPE,44.52,11.3,37
4539,LIPB,46.47,11.32,239
4540,LIMZ,44.53,7.62,377
4541,LIMW,45.73,7.37,554
4542,LIMP,44.82,10.3,41
4543,LIML,45.47,9.27,109
4544,LIMJ,44.42,8.83,3
4545,LIMG,44.03,8.12,41
4546,LIMF,45.22,7.65,295
4547,LIME,45.67,9.7,239
4548,LIMC,45.62,8.72,221
4549,LIEO,40.88,9.52,8
4550,LIEE,39.25,9.07,1
4551,LIEA,40.62,8.28,22
4552,LICR,38.07,15.65,16
4553,LICJ,38.17,13.08,20
4554,LICG,36.82,11.97,192
4555,LICD,35.5,12.62,20
4556,LICC,37.47,15.05,6
4557,LICB,37,14.62,212
4558,LICA,38.9,16.25,7
4559,LIBR,40.65,17.95,5
4560,LIBP,42.42,14.18,10
4561,LIBG,40.52,17.4,64
4562,LIBF,41.42,15.53,81
4563,LIBD,41.13,16.77,42
4564,LIBC,39,17.07,158
4565,LGZA,37.75,20.88,3
4566,LGTS,40.52,22.97,4
4567,LGSR,36.4,25.48,31
4568,LGSO,37.42,24.95,71
4569,LGSM,37.68,26.92,5
4570,LGSA,35.53,24.13,122
4571,LGRX,38.17,21.42,16
4572,LGPZ,38.92,20.77,3
4573,LGMT,39.05,26.6,4
4574,LGMK,37.43,25.35,126
4575,LGLM,39.92,25.23,4
4576,LGKZ,40.28,21.83,615
4577,LGKV,40.92,24.62,5
4578,LGKP,35.42,27.15,20
4579,LGKO,36.8,27.08,130
4580,LGKL,37.07,22.02,4
4581,LGKF,38.12,20.5,14
4582,LGIO,39.7,20.82,476
4583,LGHI,38.33,26.13,6
4584,LGEL,38.07,23.55,21
4585,LGBL,39.22,22.8,13
4586,LGAL,40.85,25.95,5
4587,LGAD,37.92,21.28,8
4588,LCRA,34.58,32.98,23
4589,LCEN,35.15,33.5,91
4590,KWHP,34.25,-118.42,302
4591,KVQQ,30.22,-81.88,21
4592,KRYY,34.02,-84.6,306
4593,KOQU,41.6,-71.42,6
4594,KOMN,29.3,-81.12,7
4595,KOLV,34.98,-89.78,124
4596,KNQA,35.35,-89.87,90
4597,KMWN,44.27,-71.3,1911
4598,KLAL,27.98,-82.02,39
4599,KJWN,36.18,-86.88,149
4600,KJQF,35.38,-80.72,204
4601,KIWA,33.3,-111.65,420
4602,KHXD,32.22,-80.7,5
4603,KHQZ,32.75,-96.53,136
4604,KHOB,32.67,-103.22,1112
4605,KGYI,33.72,-96.67,227
4606,KGPM,32.7,-97.05,178
4607,KFMH,41.65,-70.52,35
4608,KFIN,29.47,-81.2,10
4609,KETN,32.42,-98.82,445
4610,KESN,38.8,-76.07,14
4611,KEAN,42.05,-104.93,1452
4612,KDED,29.07,-81.28,21
4613,KDAG,34.85,-116.78,584
4614,KBOW,27.93,-81.77,38
4615,KALN,38.88,-90.03,159
4616,KAEG,35.13,-106.8,1771
4617,KADM,34.3,-97.02,223
4618,ETNG,50.97,6.03,76
4619,ESUT,65.8,15.08,457
4620,ESUP,67.25,23.07,164
4621,ESSV,57.67,18.35,38
4622,ESST,60.15,12.98,110
4623,ESSP,58.58,16.25,3
4624,ESSL,58.4,15.67,51
4625,ESSD,60.42,15.5,151
4626,ESSB,59.35,17.93,14
4627,ESSA,59.65,17.93,36
4628,ESPE,65.88,20.15,182
4629,ESPA,65.53,22.12,12
4630,ESOW,59.58,16.63,7
4631,ESOK,59.45,13.33,101
4632,ESOH,60.02,13.58,145
4633,ESOE,59.22,15.05,57
4634,ESNZ,63.18,14.5,360
4635,ESNX,65.58,19.28,380
4636,ESNV,64.58,16.83,348
4637,ESNU,63.78,20.28,8
4638,ESNS,64.62,21.07,41
4639,ESNQ,67.82,20.33,447
4640,ESNO,63.4,18.97,100
4641,ESNN,62.52,17.43,4
4642,ESNL,64.55,18.72,220
4643,ESNK,63.03,17.77,4
4644,ESNG,67.13,20.82,300
4645,ESND,62.05,14.42,352
4646,ESKS,61.17,12.83,503
4647,ESKN,58.78,16.92,41
4648,ESKM,60.97,14.52,184
4649,ESIB,58.42,12.7,51
4650,ESIA,58.52,14.5,94
4651,ESDF,56.27,15.27,52
4652,ESCM,59.88,17.6,21
4653,ESCF,58.38,15.52,86
4654,ENWV,56.28,3.4,30
4655,ENVD,70.07,29.85,39
4656,ENUN,,,
4657,ENUG,71.3,22.25,30
4658,ENST,65.97,12.47,17
4659,ENSS,70.35,31.05,13
4660,ENSR,69.78,20.97,5
4661,ENSL,58.37,1.9,50
4662,ENSK,68.57,15.02,3
4663,ENSH,68.25,14.67,9
4664,ENSG,61.15,7.13,493
4665,ENSF,61.25,1.85,15
4666,ENSE,61.45,2.15,10
4667,ENSD,61.82,6.12,61
4668,ENSB,78.25,15.47,30
4669,ENRS,67.52,12.1,4
4670,ENRM,64.83,11.13,4
4671,ENRA,66.37,14.3,66
4672,ENQR,61.52,2.22,10
4673,ENQC,60.88,3.62,20
4674,ENQA,60.65,3.72,90
4675,ENOV,62.17,6.07,72
4676,ENOA,60.5,2.83,5
4677,ENNM,64.47,11.57,2
4678,ENNE,66.03,8.08,10
4679,ENNA,70.07,24.97,12
4680,ENMS,65.78,13.22,44
4681,ENML,62.75,7.27,3
4682,ENMH,71.02,27.82,10
4683,ENLK,68.15,13.62,26
4684,ENLE,56.53,3.22,10
4685,ENLA,57.1,2.83,10
4686,ENKR,69.72,29.88,86
4687,ENKB,63.12,7.82,62
4688,ENJS,,,
4689,ENHV,71.02,25.97,13
4690,ENHM,59.57,2.23,10
4691,ENHK,70.48,22.13,6
4692,ENHF,70.67,23.67,79
4693,ENHE,65.33,2.33,10
4694,ENGC,61.02,2.02,10
4695,ENFL,61.57,5.02,1
4696,ENFB,61.2,1.83,10
4697,ENEV,68.48,16.67,26
4698,ENDR,64.35,7.77,10
4699,ENBV,70.87,29.02,13
4700,ENBS,70.62,29.68,144
4701,ENBN,65.47,12.22,3
4702,ENBL,61.4,5.77,313
4703,ENAT,69.97,23.37,3
4704,ELLX,49.63,6.2,374
4705,EGYP,-51.82,-58.45,70
4706,EGYM,52.63,0.57,25
4707,EGYH,52.87,0.15,5
4708,EGYE,52.97,-0.57,105
4709,EGYD,53.03,-0.5,65
4710,EGXZ,54.2,-1.38,24
4711,EGXW,53.18,-0.52,70
4712,EGXV,53.87,-0.45,6
4713,EGXT,52.62,-0.47,74
4714,EGXS,53.48,0.15,6
4715,EGXE,54.28,-1.52,30
4716,EGXC,53.1,-0.17,9
4717,EGWU,51.55,-0.42,33
4718,EGVP,51.13,-1.57,80
4719,EGVO,51.23,-0.95,118
4720,EGVN,51.77,-1.58,83
4721,EGUW,52.12,0.97,86
4722,EGUB,51.62,-1.08,56
4723,EGTK,51.83,-1.32,78
4724,EGTE,50.73,-3.42,30
4725,EGSY,51.4,-3.43,46
4726,EGSS,51.88,0.22,101
4727,EGSH,52.68,1.28,21
4728,EGQS,57.72,-3.32,6
4729,EGQM,55.42,-1.6,24
4730,EGQL,56.38,-2.87,11
4731,EGQK,57.65,-3.57,5
4732,EGQA,57.83,-3.95,4
4733,EGPU,56.5,-6.88,12
4734,EGPO,58.22,-6.32,10
4735,EGPN,56.45,-3.02,4
4736,EGPL,57.47,-7.37,3
4737,EGPK,55.5,-4.58,14
4738,EGPI,55.68,-6.25,17
4739,EGPH,55.95,-3.35,29
4740,EGPF,55.87,-4.42,8
4741,EGPE,57.53,-4.05,7
4742,EGPD,57.2,-2.22,65
4743,EGPC,58.45,-3.08,38
4744,EGPB,59.87,-1.3,2
4745,EGPA,58.95,-2.9,15
4746,EGOV,53.25,-4.53,11
4747,EGOS,52.8,-2.67,76
4748,EGOP,51.72,-4.37,8
4749,EGOM,55.05,-2.55,286
4750,EGNX,52.82,-1.32,91
4751,EGNV,54.52,-1.42,36
4752,EGNT,55.03,-1.7,77
4753,EGNS,54.08,-4.63,18
4754,EGNR,53.17,-2.98,11
4755,EGNO,53.75,-2.88,12
4756,EGNM,53.87,-1.65,221
4757,EGNJ,53.57,-0.35,23
4758,EGNH,53.77,-3.03,10
4759,EGMD,50.95,0.93,4
4760,EGMC,51.57,0.7,15
4761,EGLL,51.48,-0.45,26
4762,EGLF,51.28,-0.77,65
4763,EGLC,51.5,0.05,10
4764,EGKK,51.13,-0.18,58
4765,EGKB,51.32,0.02,183
4766,EGKA,50.83,-0.3,2
4767,EGJJ,49.22,-2.2,84
4768,EGJB,49.42,-2.6,102
4769,EGHQ,50.43,-5,101
4770,EGHI,50.95,-1.35,13
4771,EGHH,50.78,-1.83,9
4772,EGGW,51.87,-0.37,159
4773,EGGP,53.33,-2.85,23
4774,EGGD,51.37,-2.72,182
4775,EGFF,51.38,-3.35,65
4776,EGDY,51,-2.63,21
4777,EGDR,50.08,-5.25,74
4778,EGDM,51.17,-1.75,122
4779,EGCK,53.1,-4.33,6
4780,EGCC,53.35,-2.27,78
4781,EGBJ,51.9,-2.17,27
4782,EGBB,52.47,-1.75,91
4783,EGAE,55.03,-7.15,9
4784,EGAC,54.62,-5.87,2
4785,EGAA,54.65,-6.22,65
4786,EEEI,59.27,24.2,19
4787,EDXW,54.92,8.33,8
4788,EDWE,53.38,7.23,0
4789,EDVK,51.4,9.37,277
4790,EDVE,52.32,10.55,83
4791,EDTY,49.12,9.78,398
4792,EDTL,48.37,7.83,152
4793,EDSB,48.78,8.08,122
4794,EDQM,50.3,11.85,578
4795,EDNY,47.67,9.52,411
4796,EDMO,48.07,11.27,587
4797,EDMA,48.42,10.92,462
4798,EDLW,51.52,7.62,122
4799,EDLV,51.6,6.15,27
4800,EDLP,51.62,8.62,211
4801,EDLN,51.23,6.5,38
4802,EDJA,47.98,10.23,625
4803,EDHL,53.8,10.72,13
4804,EDHK,54.38,10.15,24
4805,EDHI,53.53,9.83,5
4806,EDGS,50.7,8.08,595
4807,EDFM,49.47,8.52,94
4808,EDFH,49.95,7.27,494
4809,EDBC,51.85,11.42,178
4810,EDAH,53.87,14.15,22
4811,EDAC,50.98,12.5,193
4812,EBOS,51.2,2.87,5
4813,EBLG,50.63,5.45,187
4814,EBCI,50.47,4.45,176
4815,EBBR,50.9,4.52,49
4816,EBAW,51.2,4.47,7
4817,BGSF,67,-50.72,75
4818,BGKK,65.57,-37.13,37
4819,BGJN,69.25,-51.07,22
4820,BGGH,64.2,-51.68,76
4821,BGBW,61.17,-45.42,49
4822,MMTJ,32.53,-116.97,150
4823,MMPA,20.6,-97.47,153
4824,MMIO,25.55,-100.93,1430
4825,MMCM,18.5,-88.33,10
4826,PALP,70.33,-150.93,4
4827,MMCT,20.63,-88.45,29
4828,KTRK,39.32,-120.13,1800
4829,KASG,36.17,-94.12,410
4830,MMTG,16.57,-93.03,463
4831,MMML,32.62,-115.23,21
4832,MMGL,20.52,-103.32,1531
4833,MMCU,28.7,-105.97,1349
4834,KTIX,28.5,-80.8,10
4835,KSUA,27.18,-80.22,4
4836,KSEE,32.82,-116.97,113
4837,KSAW,46.35,-87.4,359
4838,KRHV,37.33,-121.82,37
4839,KPOC,34.1,-117.77,304
4840,KLBE,40.27,-79.4,345
4841,KHUM,29.57,-90.67,1
4842,KHSA,30.37,-89.45,6
4843,KGYR,33.42,-112.37,292
4844,KGYH,34.75,-82.38,283
4845,KGMJ,36.6,-94.73,251
4846,KFWS,32.57,-97.3,211
4847,KFDK,39.42,-77.37,82
4848,KEVB,29.05,-80.95,2
4849,KCWA,44.78,-89.67,387
4850,KCIC,39.78,-121.85,72
4851,KCHD,33.27,-111.82,378
4852,KCFO,39.78,-104.55,1672
4853,KADS,32.97,-96.83,198
4854,MMUN,21.03,-86.85,13
4855,MMSM,19.75,-99.02,2250
4856,MMSL,22.95,-109.93,205
4857,MMPQ,17.53,-92.02,48
4858,MMDO,24.12,-104.52,1863
4859,KSQL,37.52,-122.25,1
4860,KSCH,42.85,-73.92,100
4861,PAKU,70.32,-149.6,23
4862,MMPS,15.87,-97.08,65
4863,MMPR,20.67,-105.25,6
4864,MMMM,19.85,-101.03,1840
4865,LIRP,43.68,10.38,1
4866,LHSN,47.12,20.23,89
4867,LHSM,46.68,17.17,119
4868,LHPR,47.63,17.82,127
4869,LHPP,45.98,18.23,193
4870,LHPA,47.35,17.5,143
4871,LHKE,46.92,19.75,113
4872,LHDC,47.48,21.62,105
4873,KUES,43.05,-88.25,273
4874,KSWF,41.5,-74.08,139
4875,KRYN,32.15,-111.17,731
4876,KOUN,35.25,-97.47,359
4877,KMWC,43.12,-88.03,225
4878,KMWA,37.77,-89.02,142
4879,KMMU,40.78,-74.42,55
4880,KLOT,41.6,-88.1,205
4881,KJVL,42.62,-89.05,244
4882,KGYY,41.62,-87.42,179
4883,KEMT,34.08,-118.03,84
4884,KCGF,41.57,-81.47,265
4885,KBBG,36.53,-93.2,403
4886,KBAK,39.27,-85.9,199
4887,KATW,44.27,-88.52,266
4888,KANE,45.15,-93.22,276
4889,MMVR,19.15,-96.18,26
4890,MMTM,22.28,-97.87,21
4891,MMSP,22.25,-100.93,1841
4892,MMPB,19.17,-98.37,2250
4893,MMZH,17.6,-101.47,9
4894,MMLT,25.98,-111.33,4
4895,MMZO,19.13,-104.57,11
4896,MMTC,25.57,-103.4,1128
4897,MMMZ,23.17,-106.27,7
4898,MMLP,24.07,-110.37,16
4899,MMLO,21,-101.47,1805
4900,MMHO,29.08,-111.05,186
4901,MMCS,31.63,-106.42,1194
4902,MMCN,27.4,-109.83,57
4903,MMAA,16.75,-99.75,5
4904,MMZC,22.9,-102.68,2175
4905,MMTP,14.78,-92.37,27
4906,MMPN,19.38,-102.03,1602
4907,MMLM,25.68,-109.08,6
4908,MMEP,21.42,-104.85,921
4909,MMCZ,20.52,-86.92,7
4910,MMCL,24.77,-107.47,35
4911,MMCB,18.83,-99.27,1281
4912,MMRX,26.02,-98.22,45
4913,MMQT,20.62,-100.18,1909
4914,MMOX,17,-96.72,1528
4915,MMNL,27.43,-99.57,146
4916,MMMY,25.77,-100.1,382
4917,MMMT,18.1,-94.57,15
4918,MMMA,25.77,-97.52,7
4919,MMIA,19.27,-103.57,744
4920,MMGM,27.95,-110.92,13
4921,MMCV,23.72,-98.97,230
4922,MMCP,19.82,-90.5,9
4923,MMCE,18.65,-91.8,5
4924,MMBT,15.77,-96.27,137
4925,MMAN,25.87,-100.23,447
4926,KJAU,36.33,-84.17,350
4927,RJNY,34.82,138.3,7
4928,KRPX,46.47,-108.55,1062
4929,KTGI,37.82,-75.98,1
4930,KDCM,34.78,-81.2,191
4931,VYYY,16.9,96.13,31
4932,VVPQ,10.23,103.97,8
4933,VOVZ,17.72,83.22,4
4934,VOTV,8.48,76.92,9
4935,VOHS,17.23,78.43,607
4936,VIJO,26.25,73.05,215
4937,VEJT,26.73,94.17,95
4938,URMO,43.2,44.6,505
4939,K7W6,35.55,-75.95,1
4940,ETWM,52.72,7.33,18
4941,ETSN,48.72,11.22,378
4942,ETSL,48.18,10.87,548
4943,ETSI,48.72,11.53,366
4944,ETSH,51.77,13.17,79
4945,ETSB,50.17,7.07,477
4946,ETNW,52.45,9.42,57
4947,ETNT,53.53,7.67,5
4948,ETNS,54.47,9.52,22
4949,ETNN,50.82,6.67,108
4950,ETNL,53.92,12.27,40
4951,ETNH,54.32,9.55,6
4952,ETMN,53.77,8.67,23
4953,ETHS,52.92,10.18,71
4954,ETHN,49.38,9.97,466
4955,ETHL,48.22,9.92,536
4956,ETHF,51.12,9.28,171
4957,ETHC,52.6,10.02,35
4958,ETHB,52.27,9.07,69
4959,ETHA,47.83,10.87,738
4960,ETGG,54.83,9.5,33
4961,EGJA,49.72,-2.2,83
4962,RJOF,34.03,131.55,2
4963,LTAB,39.93,32.75,820
4964,KTFP,27.92,-97.22,5
4965,KMFV,37.63,-75.77,13
4966,K5A6,33.47,-89.73,109
4967,PART,,,
4968,KF17,31.83,-94.15,93
